anxiety_level,self_esteem,depression,headache,sleep_quality,noise_level,living_conditions,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,anxiety_level_normalized,self_esteem_normalized,depression_normalized,headache_normalized,sleep_quality_normalized,noise_level_normalized,living_conditions_normalized,basic_needs_normalized,academic_performance_normalized,study_load_normalized,teacher_student_relationship_normalized,future_career_concerns_normalized,social_support_normalized,peer_pressure_normalized,stress_level
15,6,26,3,1,4,1,2,1,4,1,5,1,5,3.857142857142857,4.2,4.851851851851851,3.4,4.2,4.2,1.0,3.4,4.2,4.2,4.2,5.0,4.2,5.0,2.379541446208113
11,5,10,2,5,1,1,0,2,4,1,1,1,3,3.0952380952380953,4.333333333333334,2.4814814814814814,2.6,1.0,1.8,1.0,5.0,3.4,4.2,4.2,1.8,4.2,3.4,1.7490299823633153
20,2,22,3,1,5,2,2,1,3,1,5,1,4,4.809523809523809,4.733333333333333,4.2592592592592595,3.4,4.2,5.0,2.0,3.4,4.2,3.4,4.2,5.0,4.2,4.2,2.136199294532628
10,24,14,3,2,3,3,2,2,2,2,2,2,2,2.9047619047619047,1.7999999999999998,3.074074074074074,3.4,3.4,3.4,3.0,3.4,3.4,2.6,3.4,2.6,3.4,2.6,3.1491181657848326
6,29,0,0,2,0,3,0,2,5,2,0,1,4,2.142857142857143,1.1333333333333329,1.0,1.0,3.4,1.0,3.0,5.0,3.4,5.0,3.4,1.0,4.2,4.2,3.3309523809523816
0,26,3,1,4,1,3,4,5,1,5,1,3,2,1.0,1.5333333333333332,1.4444444444444444,1.8,1.7999999999999998,1.8,3.0,1.7999999999999998,1.0,1.8,1.0,1.8,2.6,2.6,2.601851851851852
10,21,9,2,2,3,2,3,2,3,3,2,3,3,2.9047619047619047,2.2,2.333333333333333,2.6,3.4,3.4,2.0,2.6,3.4,3.4,2.6,2.6,2.6,3.4,2.8432539682539684
5,30,2,1,4,1,3,4,4,1,4,1,3,1,1.9523809523809523,1.0,1.2962962962962963,1.8,1.7999999999999998,1.8,3.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,1.8,2.935361552028219
21,7,25,5,1,3,2,1,2,3,1,4,1,5,5.0,4.066666666666666,4.703703703703704,5.0,4.2,3.4,2.0,4.2,3.4,3.4,4.2,4.2,4.2,5.0,2.495987654320988
17,10,22,4,1,3,1,1,1,5,1,5,1,5,4.238095238095238,3.666666666666667,4.2592592592592595,4.2,4.2,3.4,1.0,4.2,4.2,5.0,4.2,5.0,4.2,5.0,2.7040564373897706
5,30,3,1,5,1,4,5,5,2,5,1,3,1,1.9523809523809523,1.0,1.4444444444444444,1.8,1.0,1.8,4.0,1.0,1.0,2.6,1.0,1.8,2.6,1.8,2.8832010582010583
18,10,23,3,1,5,1,2,2,4,1,4,1,4,4.428571428571429,3.666666666666667,4.407407407407407,3.4,4.2,5.0,1.0,3.4,3.4,4.2,4.2,4.2,4.2,4.2,2.5848324514991186
9,16,13,3,3,2,2,3,2,2,3,3,3,2,2.7142857142857144,2.8666666666666667,2.9259259259259256,3.4,2.6,2.6,2.0,2.6,3.4,2.6,2.6,3.4,2.6,2.6,2.4600088183421516
2,27,0,1,4,1,4,5,4,2,4,1,3,2,1.380952380952381,1.4000000000000004,1.0,1.8,1.7999999999999998,1.8,4.0,1.0,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,2.6,2.774206349206349
3,26,8,1,4,1,4,5,4,2,4,1,3,1,1.5714285714285714,1.5333333333333332,2.185185185185185,1.8,1.7999999999999998,1.8,4.0,1.0,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,1.8,2.73152557319224
6,16,11,3,3,5,0,5,5,4,4,1,1,2,2.142857142857143,2.8666666666666667,2.6296296296296298,3.4,2.6,5.0,1.0,1.0,1.0,4.2,1.7999999999999998,1.8,4.2,2.6,2.2821869488536155
9,29,26,5,0,2,0,0,1,4,0,0,1,5,2.7142857142857144,1.1333333333333329,4.851851851851851,5.0,5.0,2.6,1.0,5.0,4.2,4.2,5.0,1.0,4.2,5.0,3.8319223985890654
7,25,8,1,5,2,3,4,4,2,4,1,3,2,2.333333333333333,1.666666666666666,2.185185185185185,1.8,1.0,2.6,3.0,1.7999999999999998,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,2.6,2.7216049382716054
6,30,6,1,5,1,4,4,5,1,5,1,3,2,2.142857142857143,1.0,1.8888888888888888,1.8,1.0,1.8,4.0,1.7999999999999998,1.0,1.8,1.0,1.8,2.6,2.6,2.942989417989418
8,25,5,1,4,2,4,4,4,1,4,1,3,1,2.5238095238095237,1.666666666666666,1.7407407407407407,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,1.8,2.719356261022928
8,28,5,1,5,2,3,5,4,1,5,1,3,1,2.5238095238095237,1.2666666666666666,1.7407407407407407,1.8,1.0,2.6,3.0,1.0,1.7999999999999998,1.8,1.0,1.8,2.6,1.8,2.777689594356261
1,27,6,1,4,1,4,5,5,1,5,1,3,1,1.1904761904761905,1.4000000000000004,1.8888888888888888,1.8,1.7999999999999998,1.8,4.0,1.0,1.0,1.8,1.0,1.8,2.6,1.8,2.6699735449735447
13,17,10,2,3,2,2,3,2,2,2,2,2,3,3.4761904761904763,2.7333333333333334,2.4814814814814814,2.6,2.6,2.6,2.0,2.6,3.4,2.6,3.4,2.6,3.4,3.4,2.5399029982363315
21,8,26,4,1,5,2,2,1,3,1,4,1,4,5.0,3.9333333333333336,4.851851851851851,4.2,4.2,5.0,2.0,3.4,4.2,3.4,4.2,4.2,4.2,4.2,2.5688271604938273
2,25,1,1,4,2,4,4,5,1,5,1,3,2,1.380952380952381,1.666666666666666,1.1481481481481481,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.0,1.8,1.0,1.8,2.6,2.6,2.613712522045856
9,16,13,3,3,2,2,2,3,2,2,3,2,2,2.7142857142857144,2.8666666666666667,2.9259259259259256,3.4,2.6,2.6,2.0,3.4,2.6,2.6,3.4,3.4,3.4,2.6,2.493342151675485
11,23,12,2,2,3,3,2,3,2,3,2,3,2,3.0952380952380953,1.9333333333333336,2.7777777777777777,2.6,3.4,3.4,3.0,3.4,2.6,2.6,2.6,2.6,2.6,2.6,2.978042328042328
10,20,9,3,2,2,3,2,2,2,2,2,3,3,2.9047619047619047,2.3333333333333335,2.333333333333333,3.4,3.4,2.6,3.0,3.4,3.4,2.6,3.4,2.6,2.6,3.4,2.8515873015873012
21,11,22,4,1,5,2,1,2,3,1,5,1,5,5.0,3.533333333333333,4.2592592592592595,4.2,4.2,5.0,2.0,4.2,3.4,3.4,4.2,5.0,4.2,5.0,2.8108024691358025
17,13,23,3,1,5,1,2,1,3,2,4,1,4,4.238095238095238,3.2666666666666666,4.407407407407407,3.4,4.2,5.0,1.0,3.4,4.2,3.4,3.4,4.2,4.2,4.2,2.743562610229277
0,25,2,1,5,2,4,5,5,2,4,1,3,2,1.0,1.666666666666666,1.2962962962962963,1.8,1.0,2.6,4.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.604012345679013
6,26,7,1,4,1,3,5,5,2,4,1,3,1,2.142857142857143,1.5333333333333332,2.037037037037037,1.8,1.7999999999999998,1.8,3.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.674162257495591
10,15,10,2,2,3,3,3,2,3,3,3,2,2,2.9047619047619047,3.0,2.4814814814814814,2.6,3.4,3.4,3.0,2.6,3.4,3.4,2.6,3.4,3.4,2.6,2.4910934744268074
10,18,12,2,2,2,3,3,2,2,3,2,2,2,2.9047619047619047,2.6,2.7777777777777777,2.6,3.4,2.6,3.0,2.6,3.4,2.6,2.6,2.6,3.4,2.6,2.6034391534391537
7,25,8,1,5,1,3,5,5,2,5,1,3,1,2.333333333333333,1.666666666666666,2.185185185185185,1.8,1.0,1.8,3.0,1.0,1.0,2.6,1.0,1.8,2.6,1.8,2.5549382716049385
12,17,5,2,2,4,3,0,0,5,1,5,1,0,3.2857142857142856,2.7333333333333334,1.7407407407407407,2.6,3.4,4.2,3.0,5.0,5.0,5.0,4.2,5.0,4.2,1.0,2.942768959435626
1,11,8,0,4,2,1,5,2,4,1,1,1,4,1.1904761904761905,3.533333333333333,2.185185185185185,1.0,1.7999999999999998,2.6,1.0,1.0,3.4,4.2,4.2,1.8,4.2,4.2,1.9239858906525573
10,18,10,3,3,2,3,2,3,3,3,3,3,3,2.9047619047619047,2.6,2.4814814814814814,3.4,2.6,2.6,3.0,3.4,2.6,3.4,2.6,3.4,2.6,3.4,2.6910934744268076
8,26,2,1,5,2,4,5,5,2,4,1,3,1,2.5238095238095237,1.5333333333333332,1.2962962962962963,1.8,1.0,2.6,4.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.7008377425044094
7,26,2,1,4,1,3,4,5,2,4,1,3,1,2.333333333333333,1.5333333333333332,1.2962962962962963,1.8,1.7999999999999998,1.8,3.0,1.7999999999999998,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.6845679012345682
14,24,11,2,3,2,2,2,3,2,2,2,3,3,3.6666666666666665,1.7999999999999998,2.6296296296296298,2.6,2.6,2.6,2.0,3.4,2.6,2.6,3.4,2.6,2.6,3.4,3.020679012345679
14,17,13,3,2,3,2,2,3,3,2,3,2,3,3.6666666666666665,2.7333333333333334,2.9259259259259256,3.4,3.4,3.4,2.0,3.4,2.6,3.4,3.4,3.4,3.4,3.4,2.7330246913580245
2,6,27,5,5,4,5,5,1,5,2,4,1,5,1.380952380952381,4.2,5.0,5.0,1.0,4.2,5.0,1.0,4.2,5.0,3.4,4.2,4.2,5.0,2.249206349206349
9,21,12,2,3,3,2,3,3,3,2,3,3,3,2.7142857142857144,2.2,2.7777777777777777,2.6,2.6,3.4,2.0,2.6,2.6,3.4,3.4,3.4,2.6,3.4,2.8538359788359786
21,11,16,5,1,3,1,1,2,5,1,4,1,4,5.0,3.533333333333333,3.3703703703703702,5.0,4.2,3.4,1.0,4.2,3.4,5.0,4.2,4.2,4.2,4.2,2.6987654320987655
1,20,19,2,2,2,4,3,4,3,3,1,1,5,1.1904761904761905,2.3333333333333335,3.814814814814815,2.6,3.4,2.6,4.0,2.6,1.7999999999999998,3.4,2.6,1.8,4.2,5.0,2.783553791887125
11,23,12,2,3,3,2,2,3,3,2,3,3,3,3.0952380952380953,1.9333333333333336,2.7777777777777777,2.6,2.6,3.4,2.0,3.4,2.6,3.4,3.4,3.4,2.6,3.4,3.0363756613756614
15,0,27,3,1,5,2,1,1,4,2,4,1,4,3.857142857142857,5.0,5.0,3.4,4.2,5.0,2.0,4.2,4.2,4.2,3.4,4.2,4.2,4.2,1.9940476190476193
7,26,0,1,5,2,3,5,5,1,4,1,3,2,2.333333333333333,1.5333333333333332,1.0,1.8,1.0,2.6,3.0,1.0,1.0,1.8,1.7999999999999998,1.8,2.6,2.6,2.638888888888889
14,15,10,2,2,2,3,2,2,3,2,3,2,3,3.6666666666666665,3.0,2.4814814814814814,2.6,3.4,2.6,3.0,3.4,3.4,3.4,3.4,3.4,3.4,3.4,2.5895061728395055
7,25,0,1,5,1,4,5,4,2,5,1,3,1,2.333333333333333,1.666666666666666,1.0,1.8,1.0,1.8,4.0,1.0,1.7999999999999998,2.6,1.0,1.8,2.6,1.8,2.580555555555556
11,15,11,2,2,2,3,3,2,2,2,3,3,2,3.0952380952380953,3.0,2.6296296296296298,2.6,3.4,2.6,3.0,2.6,3.4,2.6,3.4,3.4,2.6,2.6,2.4718694885361554
4,27,5,1,4,1,4,4,4,2,5,1,3,1,1.7619047619047619,1.4000000000000004,1.7407407407407407,1.8,1.7999999999999998,1.8,4.0,1.7999999999999998,1.7999999999999998,2.6,1.0,1.8,2.6,1.8,2.787610229276896
16,9,17,3,1,4,1,1,1,3,1,5,1,5,4.0476190476190474,3.8,3.5185185185185186,3.4,4.2,4.2,1.0,4.2,4.2,3.4,4.2,5.0,4.2,5.0,2.5319223985890655
21,8,27,4,1,5,1,2,1,5,2,5,1,4,5.0,3.9333333333333336,5.0,4.2,4.2,5.0,1.0,3.4,4.2,5.0,3.4,5.0,4.2,4.2,2.6
3,26,1,1,5,2,3,5,4,1,5,1,3,2,1.5714285714285714,1.5333333333333332,1.1481481481481481,1.8,1.0,2.6,3.0,1.0,1.7999999999999998,1.8,1.0,1.8,2.6,2.6,2.61331569664903
16,11,21,5,1,5,1,2,2,3,2,5,1,4,4.0476190476190474,3.533333333333333,4.111111111111111,5.0,4.2,5.0,1.0,3.4,3.4,3.4,3.4,5.0,4.2,4.2,2.6566137566137566
0,27,0,4,3,2,3,0,0,3,3,5,0,5,1.0,1.4000000000000004,1.0,4.2,2.6,2.6,3.0,5.0,5.0,3.4,2.6,5.0,5.0,5.0,3.4833333333333334
12,1,4,2,5,4,1,0,5,1,0,4,0,5,3.2857142857142856,4.866666666666667,1.5925925925925926,2.6,1.0,4.2,1.0,5.0,1.0,1.8,5.0,4.2,5.0,5.0,1.5532627865961197
6,21,16,1,5,5,1,1,4,4,1,5,1,0,2.142857142857143,2.2,3.3703703703703702,1.8,1.0,5.0,1.0,4.2,1.7999999999999998,4.2,4.2,5.0,4.2,1.0,2.8463844797178126
7,27,5,1,5,1,4,4,4,1,5,1,3,1,2.333333333333333,1.4000000000000004,1.7407407407407407,1.8,1.0,1.8,4.0,1.7999999999999998,1.7999999999999998,1.8,1.0,1.8,2.6,1.8,2.744753086419753
8,25,5,1,5,1,3,4,5,1,4,1,3,2,2.5238095238095237,1.666666666666666,1.7407407407407407,1.8,1.0,1.8,3.0,1.7999999999999998,1.0,1.8,1.7999999999999998,1.8,2.6,2.6,2.6110229276895947
0,25,8,1,4,1,3,5,5,2,4,1,3,2,1.0,1.666666666666666,2.185185185185185,1.8,1.7999999999999998,1.8,3.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.599382716049383
13,21,14,2,2,3,3,2,3,2,3,3,3,2,3.4761904761904763,2.2,3.074074074074074,2.6,3.4,3.4,3.0,3.4,2.6,2.6,2.6,3.4,2.6,2.6,2.9062610229276897
1,30,0,1,4,1,3,4,4,2,4,1,3,2,1.1904761904761905,1.0,1.0,1.8,1.7999999999999998,1.8,3.0,1.7999999999999998,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,2.6,2.957936507936508
18,8,19,3,1,4,1,1,2,3,2,4,1,4,4.428571428571429,3.9333333333333336,3.814814814814815,3.4,4.2,4.2,1.0,4.2,3.4,3.4,3.4,4.2,4.2,4.2,2.360141093474427
15,13,22,5,1,4,1,1,2,4,1,4,1,5,3.857142857142857,3.2666666666666666,4.2592592592592595,5.0,4.2,4.2,1.0,4.2,3.4,4.2,4.2,4.2,4.2,5.0,2.854850088183422
19,1,17,4,1,3,1,1,1,5,2,5,1,5,4.619047619047619,4.866666666666667,3.5185185185185186,4.2,4.2,3.4,1.0,4.2,4.2,5.0,3.4,5.0,4.2,5.0,2.0557319223985884
2,29,7,1,5,2,4,4,5,1,4,1,3,1,1.380952380952381,1.1333333333333329,2.037037037037037,1.8,1.0,2.6,4.0,1.7999999999999998,1.0,1.8,1.7999999999999998,1.8,2.6,1.8,2.884082892416226
7,27,7,1,4,2,4,4,5,1,5,1,3,1,2.333333333333333,1.4000000000000004,2.037037037037037,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.0,1.8,1.0,1.8,2.6,1.8,2.790432098765432
10,21,13,3,2,3,3,2,2,2,3,2,2,2,2.9047619047619047,2.2,2.9259259259259256,3.4,3.4,3.4,3.0,3.4,3.4,2.6,2.6,2.6,3.4,2.6,2.9096119929453264
8,30,8,1,5,1,3,5,5,1,4,1,3,2,2.5238095238095237,1.0,2.185185185185185,1.8,1.0,1.8,3.0,1.0,1.0,1.8,1.7999999999999998,1.8,2.6,2.6,2.929541446208113
7,27,8,1,5,1,4,5,5,2,5,1,3,1,2.333333333333333,1.4000000000000004,2.185185185185185,1.8,1.0,1.8,4.0,1.0,1.0,2.6,1.0,1.8,2.6,1.8,2.7299382716049383
18,7,18,3,1,4,1,1,1,4,1,4,1,4,4.428571428571429,4.066666666666666,3.6666666666666665,3.4,4.2,4.2,1.0,4.2,4.2,4.2,4.2,4.2,4.2,4.2,2.3873015873015877
1,27,4,1,5,2,4,5,5,1,5,1,3,2,1.1904761904761905,1.4000000000000004,1.5925925925925926,1.8,1.0,2.6,4.0,1.0,1.0,1.8,1.0,1.8,2.6,2.6,2.6909611992945326
21,7,17,3,1,3,1,1,1,3,1,4,1,4,5.0,4.066666666666666,3.5185185185185186,3.4,4.2,3.4,1.0,4.2,4.2,3.4,4.2,4.2,4.2,4.2,2.3382716049382717
20,11,27,4,1,4,2,1,2,4,2,4,1,4,4.809523809523809,3.533333333333333,5.0,4.2,4.2,4.2,2.0,4.2,3.4,4.2,3.4,4.2,4.2,4.2,2.733730158730159
7,2,1,5,5,0,1,3,2,2,3,2,0,5,2.333333333333333,4.733333333333333,1.1481481481481481,5.0,1.0,1.0,1.0,2.6,3.4,2.6,2.6,2.6,5.0,5.0,1.395061728395062
15,1,24,4,1,3,1,2,2,5,2,5,1,5,3.857142857142857,4.866666666666667,4.555555555555555,4.2,4.2,3.4,1.0,3.4,3.4,5.0,3.4,5.0,4.2,5.0,2.0005291005291
9,25,9,2,2,3,2,2,3,2,2,3,3,3,2.7142857142857144,1.666666666666666,2.333333333333333,2.6,3.4,3.4,2.0,3.4,2.6,2.6,3.4,3.4,2.6,3.4,3.1353174603174603
19,15,18,5,1,3,2,2,2,5,1,5,1,4,4.619047619047619,3.0,3.6666666666666665,5.0,4.2,3.4,2.0,3.4,3.4,5.0,4.2,5.0,4.2,4.2,3.0035714285714286
17,0,17,3,1,4,1,1,2,5,1,5,1,4,4.238095238095238,5.0,3.5185185185185186,3.4,4.2,4.2,1.0,4.2,3.4,5.0,4.2,5.0,4.2,4.2,1.9398589065255731
1,2,10,1,3,3,4,0,4,1,0,4,1,3,1.1904761904761905,4.733333333333333,2.4814814814814814,1.8,2.6,3.4,4.0,5.0,1.7999999999999998,1.8,5.0,4.2,4.2,3.4,1.661331569664903
19,0,15,5,1,4,2,2,2,5,1,5,1,5,4.619047619047619,5.0,3.2222222222222223,5.0,4.2,4.2,2.0,3.4,3.4,5.0,4.2,5.0,4.2,5.0,2.051719576719577
21,0,17,4,1,4,1,2,1,4,2,5,1,5,5.0,5.0,3.5185185185185186,4.2,4.2,4.2,1.0,3.4,4.2,4.2,3.4,5.0,4.2,5.0,1.9716049382716048
12,24,13,2,2,3,2,3,2,2,3,2,3,2,3.2857142857142856,1.7999999999999998,2.9259259259259256,2.6,3.4,3.4,2.0,2.6,3.4,2.6,2.6,2.6,2.6,2.6,3.0171516754850094
13,19,9,2,2,2,3,3,2,3,3,2,2,2,3.4761904761904763,2.466666666666667,2.333333333333333,2.6,3.4,2.6,3.0,2.6,3.4,3.4,2.6,2.6,3.4,2.6,2.708730158730159
16,9,23,4,1,4,2,1,2,5,2,4,1,5,4.0476190476190474,3.8,4.407407407407407,4.2,4.2,4.2,2.0,4.2,3.4,5.0,3.4,4.2,4.2,5.0,2.610626102292769
20,3,22,4,1,3,1,1,1,3,1,5,1,5,4.809523809523809,4.6,4.2592592592592595,4.2,4.2,3.4,1.0,4.2,4.2,3.4,4.2,5.0,4.2,5.0,2.1945326278659616
17,14,21,4,1,5,2,2,2,4,1,4,1,4,4.238095238095238,3.1333333333333333,4.111111111111111,4.2,4.2,5.0,2.0,3.4,3.4,4.2,4.2,4.2,4.2,4.2,2.9062169312169317
1,29,4,1,5,2,3,5,4,2,4,1,3,1,1.1904761904761905,1.1333333333333329,1.5925925925925926,1.8,1.0,2.6,3.0,1.0,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,1.8,2.8492945326278662
12,17,9,3,3,3,2,3,2,3,3,3,3,3,3.2857142857142856,2.7333333333333334,2.333333333333333,3.4,2.6,3.4,2.0,2.6,3.4,3.4,2.6,3.4,2.6,3.4,2.625793650793651
13,15,13,3,3,3,2,2,3,3,3,2,2,3,3.4761904761904763,3.0,2.9259259259259256,3.4,2.6,3.4,2.0,3.4,2.6,3.4,2.6,2.6,3.4,3.4,2.491754850088183
15,6,21,5,1,4,2,2,2,3,1,5,1,4,3.857142857142857,4.2,4.111111111111111,5.0,4.2,4.2,2.0,3.4,3.4,3.4,4.2,5.0,4.2,4.2,2.357010582010582
19,8,15,3,1,5,2,2,1,5,2,5,1,5,4.619047619047619,3.9333333333333336,3.2222222222222223,3.4,4.2,5.0,2.0,3.4,4.2,5.0,3.4,5.0,4.2,5.0,2.5517195767195764
18,8,25,3,1,3,1,2,1,5,2,5,1,5,4.428571428571429,3.9333333333333336,4.703703703703704,3.4,4.2,3.4,1.0,3.4,4.2,5.0,3.4,5.0,4.2,5.0,2.4971781305114638
3,28,5,1,5,2,3,5,5,2,4,1,3,1,1.5714285714285714,1.2666666666666666,1.7407407407407407,1.8,1.0,2.6,3.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.771340388007055
4,26,8,1,5,2,3,5,4,1,4,1,3,1,1.7619047619047619,1.5333333333333332,2.185185185185185,1.8,1.0,2.6,3.0,1.0,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,1.8,2.664462081128748
3,30,3,1,5,2,3,4,4,2,5,1,3,2,1.5714285714285714,1.0,1.4444444444444444,1.8,1.0,2.6,3.0,1.7999999999999998,1.7999999999999998,2.6,1.0,1.8,2.6,2.6,2.9589947089947093
18,13,23,5,1,3,2,2,1,4,2,5,1,4,4.428571428571429,3.2666666666666666,4.407407407407407,5.0,4.2,3.4,2.0,3.4,4.2,4.2,3.4,5.0,4.2,4.2,2.859832451499118
9,15,14,3,3,2,2,2,2,3,2,3,2,3,2.7142857142857144,3.0,3.074074074074074,3.4,2.6,2.6,2.0,3.4,3.4,3.4,3.4,3.4,3.4,3.4,2.5328483245149904
14,20,10,3,3,2,2,2,2,3,2,2,3,2,3.6666666666666665,2.3333333333333335,2.4814814814814814,3.4,2.6,2.6,2.0,3.4,3.4,3.4,3.4,2.6,2.6,2.6,2.814506172839506
0,27,1,1,4,2,4,5,5,2,5,1,3,1,1.0,1.4000000000000004,1.1481481481481481,1.8,1.7999999999999998,2.6,4.0,1.0,1.0,2.6,1.0,1.8,2.6,1.8,2.6978395061728393
18,9,20,5,1,4,1,2,2,4,1,5,1,5,4.428571428571429,3.8,3.962962962962963,5.0,4.2,4.2,1.0,3.4,3.4,4.2,4.2,5.0,4.2,5.0,2.599647266313933
15,0,25,5,1,4,2,2,2,5,2,5,1,4,3.857142857142857,5.0,4.703703703703704,5.0,4.2,4.2,2.0,3.4,3.4,5.0,3.4,5.0,4.2,4.2,2.0150352733686065
21,6,15,5,1,4,2,2,1,5,2,5,1,4,5.0,4.2,3.2222222222222223,5.0,4.2,4.2,2.0,3.4,4.2,5.0,3.4,5.0,4.2,4.2,2.434259259259259
10,19,11,3,3,2,2,2,3,3,2,2,3,3,2.9047619047619047,2.466666666666667,2.6296296296296298,3.4,2.6,2.6,2.0,3.4,2.6,3.4,3.4,2.6,2.6,3.4,2.7222663139329804
14,22,11,2,3,3,2,3,3,2,2,2,2,2,3.6666666666666665,2.066666666666667,2.6296296296296298,2.6,2.6,3.4,2.0,2.6,2.6,2.6,3.4,2.6,3.4,2.6,2.8540123456790125
6,29,3,1,5,1,3,4,5,1,5,1,3,2,2.142857142857143,1.1333333333333329,1.4444444444444444,1.8,1.0,1.8,3.0,1.7999999999999998,1.0,1.8,1.0,1.8,2.6,2.6,2.8161375661375665
12,28,24,1,2,1,2,5,4,0,0,2,0,3,3.2857142857142856,1.2666666666666666,4.555555555555555,1.8,3.4,1.8,2.0,1.0,1.7999999999999998,1.0,5.0,2.6,5.0,3.4,3.18505291005291
21,20,22,1,1,4,2,2,3,4,3,1,1,0,5.0,2.3333333333333335,4.2592592592592595,1.8,4.2,4.2,2.0,3.4,2.6,4.2,2.6,1.8,4.2,1.0,2.877469135802469
3,30,2,1,5,1,4,4,4,1,4,1,3,2,1.5714285714285714,1.0,1.2962962962962963,1.8,1.0,1.8,4.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,2.6,2.9611552028218697
3,21,9,4,2,0,5,4,3,4,3,4,1,4,1.5714285714285714,2.2,2.333333333333333,4.2,3.4,1.0,5.0,1.7999999999999998,2.6,4.2,2.6,4.2,4.2,4.2,2.9460317460317462
12,16,10,3,3,2,2,3,2,2,3,2,3,3,3.2857142857142856,2.8666666666666667,2.4814814814814814,3.4,2.6,2.6,2.0,2.6,3.4,2.6,2.6,2.6,2.6,3.4,2.465299823633157
21,12,25,3,1,5,1,2,2,4,2,4,1,5,5.0,3.4,4.703703703703704,3.4,4.2,5.0,1.0,3.4,3.4,4.2,3.4,4.2,4.2,5.0,2.754320987654321
10,17,10,3,2,3,2,3,2,2,3,2,3,2,2.9047619047619047,2.7333333333333334,2.4814814814814814,3.4,3.4,3.4,2.0,2.6,3.4,2.6,2.6,2.6,2.6,2.6,2.5494268077601414
6,27,8,1,4,1,3,4,4,1,5,1,3,2,2.142857142857143,1.4000000000000004,2.185185185185185,1.8,1.7999999999999998,1.8,3.0,1.7999999999999998,1.7999999999999998,1.8,1.0,1.8,2.6,2.6,2.7803350970017635
16,15,14,4,4,1,2,5,3,1,1,1,1,5,4.0476190476190474,3.0,3.074074074074074,4.2,1.7999999999999998,1.8,2.0,1.0,2.6,1.8,4.2,1.8,4.2,5.0,2.3884038800705474
6,5,19,3,0,3,1,5,4,2,0,4,0,5,2.142857142857143,4.333333333333334,3.814814814814815,3.4,5.0,3.4,1.0,1.0,1.7999999999999998,2.6,5.0,4.2,5.0,5.0,1.931569664902998
18,24,2,2,0,3,5,4,2,0,0,3,1,3,4.428571428571429,1.7999999999999998,1.2962962962962963,2.6,5.0,3.4,5.0,1.7999999999999998,3.4,1.0,5.0,3.4,4.2,3.4,3.2552028218694886
2,27,2,1,5,2,4,4,5,2,4,1,3,2,1.380952380952381,1.4000000000000004,1.2962962962962963,1.8,1.0,2.6,4.0,1.7999999999999998,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.786552028218695
21,3,25,4,1,5,1,2,2,3,2,4,1,4,5.0,4.6,4.703703703703704,4.2,4.2,5.0,1.0,3.4,3.4,3.4,3.4,4.2,4.2,4.2,2.120987654320988
19,14,24,3,1,4,2,2,2,3,1,5,1,4,4.619047619047619,3.1333333333333333,4.555555555555555,3.4,4.2,4.2,2.0,3.4,3.4,3.4,4.2,5.0,4.2,4.2,2.8739417989417992
12,25,9,2,2,3,2,2,2,3,2,2,3,3,3.2857142857142856,1.666666666666666,2.333333333333333,2.6,3.4,3.4,2.0,3.4,3.4,3.4,3.4,2.6,2.6,3.4,3.192460317460317
17,6,25,3,1,5,1,1,2,4,2,5,1,5,4.238095238095238,4.2,4.703703703703704,3.4,4.2,5.0,1.0,4.2,3.4,4.2,3.4,5.0,4.2,5.0,2.3892416225749558
3,25,0,1,4,2,4,4,4,2,4,1,3,1,1.5714285714285714,1.666666666666666,1.0,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,1.8,2.682142857142858
10,20,13,2,2,2,3,3,3,3,2,2,2,2,2.9047619047619047,2.3333333333333335,2.9259259259259256,2.6,3.4,2.6,3.0,2.6,2.6,3.4,3.4,2.6,3.4,2.6,2.776278659611993
5,29,7,1,4,1,3,5,5,2,4,1,3,2,1.9523809523809523,1.1333333333333329,2.037037037037037,1.8,1.7999999999999998,1.8,3.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.8995590828924165
